ResearcherName,FieldOfResearch,TopicName,Percentage
Andhika Estiyono,Engineering,Electric Car,100.0
Andhika Estiyono,Engineering,Engineering,50.0
Andhika Estiyono,Engineering,Ergonomics,50.0
Andhika Estiyono,Engineering,Internal Combustion Engine,50.0
Andhika Estiyono,Engineering,Lithium Ion Battery,25.0
Andhika Estiyono,Engineering,Front Wheel,25.0
Andhika Estiyono,Engineering,Passenger Cars,25.0
Andhika Estiyono,Engineering,Design Result,25.0
Andhika Estiyono,Engineering,Wheelbase,25.0
Andhika Estiyono,Engineering,Headlamp,25.0
Andhika Estiyono,Engineering,Part Design,25.0
Andhika Estiyono,Engineering,Energy Crisis,25.0
Andhika Estiyono,Engineering,Electrical Technology,25.0
Andhika Estiyono,Engineering,Fuel Energy,25.0
Andhika Estiyono,Engineering,Body Part,25.0
Andhika Estiyono,Engineering,Electric Motor,25.0
Andhika Estiyono,Engineering,Scale Model,25.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Pollution,100.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Conditioning,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Filter,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Conditioning System,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Frame,60.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Energy Engineering,55.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Ergonomics,50.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Apartment Building,44.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Coefficient of Performance,43.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Airflow Pattern,41.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Road,40.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Unit,37.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Prototype,35.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Static Loading,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Bicycle Frame,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Simulation,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Thermal Comfort,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Alternative,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Thermal Simulation,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Operational Cost,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Method,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Pressure Drop,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Construction,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Drive System,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Cooling Load,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computational Fluid Dynamics,24.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Engineering,20.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Finite Element Simulation,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Velocity,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Effective Solution,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Minimum Standard,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Process,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Technological Development,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Exhaust Gas,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Pipe Diameter,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Input Value,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Measurement,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Product Design,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Engineering Analysis,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Engineering,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Patent Right,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Problem Statement,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Manufacturing,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Finite Element Analysis,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Construction Engineering,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Design,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Industry,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Energy Conservation,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Flow Pattern,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Flow,
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,dataFT KBD.xlsx,
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Product design techniques,
Ari Dwi Krisbianto, S.T., M.Ds.,Engineering,Frame,100.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Nano structured material,12.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Welding,12.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Baja Austenia,12.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Stainless steel,78.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Mixing machine (machine),78.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Corrosion level,78.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Porosity,52.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Powder metallurgy,49.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Corrosion resistant,49.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Steel class,47.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Rotation speed,45.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Steel's surface,43.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Arc spray,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Rotation speed,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Mixing index,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Anil temperature,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Fluid flow,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Gas pressure,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Travel speed,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Current speed,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Soot blowers,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Gas chromatography mass spectrometry,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Welding of tungsten gas arc,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Low temperature,32.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Austenite,29.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Making process,29.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Welding,29.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Corrosion protection,28.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Functional group,27.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Thin layer,27.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Turbin Blade,26.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Resistant time,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Natrium Bisulfat,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Duplex stainless steel,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Batang,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Diffraction of light,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Cracked voltage corrosion,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,High alloy steel,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Value of violence,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Corrosion control,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Anil process,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Compaction,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Green compact,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Carbon steel,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Pipe material,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Exhaust gas,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Energy dispersive spectrometry,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Petroleum industry,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Grain limit,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Test results,15.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Crude,15.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Surface coating,13.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Bond strength,13.0
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,dataFT IRS.xlsx,
"Budi Agung Kurniawan, S.T., M.Sc.",Rekayasa,Material and Metallurgical Engineering,
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Scanning electron microscope,100.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Corrosion,98.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,X-ray diffraction,98.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Stainless steel,72.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Curve of curve testing,49.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Surface (Surface Science),46.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Corrosion resistant,42.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Corrosion protection,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Polyester,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Wolf,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Gas Inert,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Corrosion inhibitors,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Thermal property,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,He wants,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Litium ion battery,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Anil,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Metal surface,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Isotherm adsorption,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Carbon dioxide,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Carbon steel,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Powder metallurgy,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Mixing process,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Gas chromatography mass spectrometry,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,X-ray spectroscopy of energy dispersion,39.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Carbide,36.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Phase composition,35.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,cromium,26.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Austenite,23.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Welding,23.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Diffraction measurement,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Nitrida's compound,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Chemical absorption,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Ion Litium,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Alloy steel,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Nitrogen dioxide,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Density,19.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Duplex stainless steel,13.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Grain limit,13.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Metal welding,9.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Baja Austenia,9.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Peroxide,7.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Fourier Transformation Infrared Spectroscopy,7.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Tensile testing,7.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Electron microscope,7.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Polymer mixture,7.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Copolymer,7.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Analisis Termogravimetri,7.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Thermoset plastic,7.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Copolymerization,7.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Antioxidants,6.0
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,dataFT IRS.xlsx,
"Budi Agung Kurniawan, S.T., M.Sc.",Ilmu Material,Material and Metallurgical Engineering,
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Litium ion battery,100.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,He wants,59.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Cathode,42.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Scanning electron microscope,34.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Litium,31.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,X-ray diffraction,28.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Cathode material,26.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Anode material,25.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Phase composition,25.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Hydrothermal synthesis,22.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Calcination,21.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Density,19.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Electrochemical properties,16.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Supercapacitor,15.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Sodium ion battery,15.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Titanium dioxide,12.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Polianilin,12.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Ion Litium,11.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,X-ray spectroscopy of energy dispersion,10.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Litium battery,10.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Grafena,10.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Carbon nanotube,10.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Porous carbon,10.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Lanthanum,10.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Fuel cells of proton exchange membranes,9.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Ionic conductivity,9.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Film,9.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Electrical conductivity,8.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Nanoparticles,7.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Energy density,7.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Ion Natrium,7.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Voltmetri is gliding,6.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Manganese oxide,6.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Physical property,6.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Redox process,6.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,The measure of the details,6.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Surface (Surface Science),5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Oxide compound,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Composite material,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Filling status,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Metal hydride,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Coke petroleum,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Carbon dioxide,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Element method up to,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Lead acid battery,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Corrosion,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Microsfer,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,polypyrrole,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Graphic oxide is reduced,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Nano structured material,
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,dataFT IRS.xlsx,
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Ilmu Material,Material and Metallurgical Engineering,
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Baterai Lithium-Ion,20.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Phase composition,8.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Electrical conductivity,6.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Inhibition,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Aerogel Oxide Grafena is reduced,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Pressure fraction,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Compaction process,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Mass fraction,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Carbon steel,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Hydrogen storage,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Lead acid battery,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Delaying,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Cohesive zone model,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Simulation of elements up to,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Grafena,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Sodium ion battery,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,In the camera,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Fossil fuel,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Partial filling status,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Alloy element,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Epoxy laminate,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Active ingredients,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Single -walled carbon nanotube,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Reaction stoichiometry,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Learning system,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Composite material,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Peak shift,5.0
"Lukman Noerochim, S.T., M.Sc.(Eng)., Ph.D.",Rekayasa,Hydrothermal synthesis,
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Porous Carbon,100.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Reduced Graphene Oxide,95.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Photocatalysts,90.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Titanium Dioxide,85.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Scanning Electron Microscopy,65.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Supercapacitors,58.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,X-Ray Diffraction,57.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Hydrogel,50.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Capacitor,50.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Lithium Ion Battery,50.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Electrical Conductivity,45.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,ZnO,39.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Carbon Dioxide,37.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Nanowires,33.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Density,31.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Composite Material,30.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Compressive Strength,29.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Biocompatibility,27.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Energy-Dispersive X-Ray Spectroscopy,26.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Morphology,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Oxidation Reaction,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Anode,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Boron,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Cathode,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Electrochemical Double Layer,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Wood-Plastic Composite,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Nanoparticle,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Magnesium Alloy,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Graphene,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Hybrid Supercapacitor,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Semiconductor Doping,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Geopolymer,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Thin Sheet,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Heat Treatment,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Zinc Oxide,25.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Capacitance,24.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Polypropylene,23.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Cyclic Voltammetry,17.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Phase Composition,14.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Surface (Surface Science),13.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Electrochemical Capacitor,12.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Fossil Fuel,12.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Silicate,11.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Sodium,11.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Photocatalysis,10.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Poly Vinyl Alcohol,10.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Composite Material,10.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Hydrothermal Synthesis,9.0
"Haniffudin Nurdiansah, S.T., M.T.",Material Science,Physical Property,9.0
